"CellNumber","Cluster","DistanceToCentroid"
1059,3,344.682372873132
1060,3,255.495051216833
1061,2,134.79682775274
1062,3,94.2792503761845
1063,1,108.737685803973
1064,1,87.7598118819355
1065,2,75.0879721290843
1066,6,517.734353236114
1067,2,146.181008076438
1068,3,132.597091932028
1069,1,109.393202776234
1070,3,179.0121249249
1071,1,73.8885659012532
1072,1,121.745249290307
1073,1,89.1547246808363
1074,2,142.673305307687
1075,1,135.09892131939
1076,1,135.695276007184
1077,3,164.305131079659
1078,1,97.5138830445858
1079,2,280.5297476576
1080,2,216.283334151445
1081,2,251.117106284117
1082,6,178.973984736451
1083,6,553.972171676603
1084,3,177.325130267736
1085,1,197.311542562507
1086,3,509.975714115315
1087,1,173.907267290673
1088,2,157.072912224659
1089,1,208.580456844
1090,1,89.8443862085563
1091,3,148.884466524963
1092,1,172.026854720867
1093,1,174.054170439465
1094,3,273.900372209527
1095,3,138.068109788459
1096,3,212.976106294157
1097,2,194.30879462527
1098,1,102.268921393976
1099,6,109.467244754717
1100,2,535.173001120666
1101,6,123.728990440774
1102,2,293.292643988619
1103,1,76.3515928261905
1104,6,247.686218023344
1105,3,135.21474543436
1106,1,124.584299223476
1107,2,258.807625052008
1108,2,124.988769050428
1109,6,151.060203357622
1110,2,214.171225801688
1111,1,219.340686682938
1112,3,309.841779738193
1113,3,142.966045779614
1114,6,296.210495541702
1115,2,1038.94878265849
1116,6,166.141422288216
1117,6,174.470383751949
1118,2,151.854907964963
1119,1,390.362071059888
1120,5,55.3065355463907
1121,3,192.437518130499
1122,1,90.6812077053429
1123,1,241.322208254943
1124,2,401.182290920709
1125,3,133.411680715325
1126,3,157.020622453559
1127,6,524.177969290811
1128,6,366.195935580687
1129,2,390.718005656932
1130,1,105.088342934014
1131,1,183.824867061075
1132,1,259.990148504376
1133,1,121.561391168136
1134,3,103.173432095643
1135,2,163.185491766477
1136,2,185.689593928987
1137,1,142.820244887528
1138,1,186.499318404335
1139,1,121.688441793636
1140,1,174.608257462319
1141,9,225.116739751419
1142,2,270.592424303739
1143,3,152.764993242248
1144,3,180.666744623901
1145,1,114.172913165965
1146,1,87.047210132617
1147,1,195.687313727077
1148,1,198.572594361422
1149,1,160.577719367659
1150,2,189.866629968192
1151,3,183.889174525338
1152,1,172.022970516063
1153,6,280.524047110982
1154,1,94.2400983016583
1155,1,184.49645114241
1156,1,136.815263072239
1157,2,127.262275473722
1158,6,157.388550689493
1159,1,176.644278438772
1160,3,126.801271087281
1161,1,127.539198412619
1162,5,99.3847367325563
1163,3,246.730143556585
1164,1,99.3306067619548
1165,1,122.332333946073
1166,1,89.5024970903357
1167,2,263.570749138842
1168,2,244.301769435854
1169,6,231.241340009268
1170,6,185.573367939014
1171,3,498.131591869635
1172,3,295.73557200583
1173,5,95.8069223638381
1174,3,104.560953057848
1175,2,238.953822113174
1176,2,564.265918176676
1177,5,108.614947883064
1178,1,161.842013712237
1179,2,100.488401411487
1180,5,109.841757496273
1181,2,192.445802518235
1182,1,397.352778490868
1183,3,111.743908751805
1184,3,160.241011906776
1185,6,169.837777145125
1186,3,170.2529140882
1187,1,50.5098820395825
1188,1,163.86217217751
1189,1,107.948961520119
1190,1,100.443174273863
1191,3,148.280142685675
1192,6,307.602490305649
1193,1,92.8077696759683
1194,1,199.614658470198
1195,3,181.598125479523
1196,1,248.343941827876
1197,1,218.344744868053
1198,3,191.577514384308
1199,1,54.1660357693989
1200,2,294.852921840394
1201,2,1573.90276923956
1202,1,190.333598820698
1203,5,123.028483215248
1204,1,183.818861405657
1205,1,66.2555029421714
1206,1,139.448541178495
1207,3,193.550948142294
1208,5,244.822520861369
1209,2,273.674002754711
1210,1,282.001861026023
1211,6,256.749009414865
1212,3,1000.09316674784
1213,3,238.278792541342
1214,1,194.528720131513
1215,9,107.695528427014
1216,1,390.036061441737
1217,1,207.3205600867
1218,1,140.212892171802
1219,6,501.649633398522
1220,1,155.331823633029
1221,1,157.443782032594
1222,1,200.684685679315
1223,1,159.480467192765
1224,6,497.883275701172
1225,1,129.918455738128
1226,1,92.7858032942839
1227,2,240.695507044384
1228,2,157.870727625053
1229,3,204.334225474961
1230,1,114.829558174342
1231,3,930.012431071129
1232,2,226.936136675047
1233,1,175.323652934743
1234,2,227.319784102844
1235,1,187.421708121275
1236,1,260.632292469775
1237,2,209.979467495577
1238,1,127.853165044289
1239,2,222.244828915768
1240,1,159.001603257453
1241,1,116.877016075588
1242,1,111.831167770015
1243,1,157.534567314204
1244,1,123.004672115133
1245,2,137.12072861773
1246,1,84.4822271476407
1247,2,208.140622363884
1248,5,102.820379710039
1249,1,114.067888553688
1250,1,261.97919722003
1251,2,248.404282193347
1252,3,442.39255787166
1253,3,164.037354101241
1254,3,172.488995376035
1255,3,144.529675401419
1256,1,84.9518353789877
1257,2,250.949550833858
1258,3,478.624872834169
1259,1,133.273960274891
1260,1,87.8453813981607
1261,7,419.870265553447
1262,3,148.787136115785
1263,3,79.4778279704205
1264,3,90.5884751553144
1265,2,137.120061503808
1266,2,189.942411989855
1267,1,197.666020155406
1268,2,168.374033734015
1269,1,90.3863955054406
1270,1,107.031134520955
1271,3,127.929284047268
1272,6,199.940281464901
1273,3,164.704707951527
1274,1,90.1837395838339
1275,5,432.027854299706
1276,1,228.448083769308
1277,2,189.001045027857
1278,1,106.91294350147
1279,1,193.627922516655
1280,1,100.31661722929
1281,2,252.790527275575
1282,1,137.957302787639
1283,6,235.923573627813
1284,2,398.550552740102
1285,1,181.919559636501
1286,1,101.407855576123
1287,1,111.718145182553
1288,1,132.732362901671
1289,3,266.509474547743
1290,1,98.9963923377875
1291,6,275.051508075453
1292,1,133.826160121156
1293,2,245.600003185432
1294,3,158.951314551088
1295,2,310.771807470884
1296,1,149.612713983743
1297,1,56.5039736832414
1298,3,220.518471818699
1299,2,386.693031275956
1300,1,138.148331212335
1301,1,137.537781176286
1302,4,662.472130008356
1303,7,450.350296174301
1304,1,181.011005789224
1305,1,120.572735446578
1306,1,115.796210282724
1307,1,133.478712670713
1308,1,153.0252219993
1309,6,211.047094297909
1310,6,228.540641988375
1311,2,224.933652322122
1312,2,260.080007774635
1313,2,134.573652700769
1314,1,142.238536672886
1315,1,305.748885966445
1316,6,126.132030840484
1317,1,156.641841119541
1318,6,506.8726897213
1319,2,134.611310607314
1320,1,160.995264399882
1321,2,254.843287266543
1322,1,195.190372757941
1323,1,80.8007641889072
1324,2,312.573278554499
1325,1,141.491996029518
1326,6,267.472359733871
1327,1,127.568084296448
1328,5,94.6318496412206
1329,1,117.315855647379
1330,2,251.063432894989
1331,1,180.57582764879
1332,2,147.122188128866
1333,2,329.445625147652
1334,2,177.621955899263
1335,6,304.700333137719
1336,1,108.742856619691
1337,2,188.189338263829
1338,1,126.583841114228
1339,2,223.018843711684
1340,1,70.1698607833144
1341,1,139.601928960963
1342,5,115.353447434756
1343,2,252.626764263588
1344,2,244.6755064189
1345,3,458.989303189944
1346,6,145.533821878367
1347,1,91.9458949621198
1348,1,84.6733765154341
1349,1,115.345152495224
1350,1,115.392915690237
1351,1,267.475726781504
1352,9,234.785260769818
1353,3,480.967044927286
1354,3,206.322442861073
1355,1,317.393476281586
1356,1,74.9828379294634
1357,1,128.852729912905
1358,6,239.946674800092
1359,1,98.0107927400495
1360,1,161.878515461031
1361,8,197.885162666604
1362,3,187.886709136426
1363,3,137.656517490512
1364,1,97.1869155083831
1365,1,109.270295509537
1366,1,162.064758137682
1367,1,98.95056821683
1368,3,116.303550219453
1369,3,219.904716693983
1370,3,113.729432807251
1371,1,107.493487407054
1372,1,123.236962859532
1373,2,205.93346434867
1374,1,259.288783810588
1375,1,103.334634995098
1376,6,150.135879507085
1377,3,158.539660169234
1378,3,176.953123718683
1379,6,298.208543845694
1380,6,227.882277478202
1381,7,1516.14276773376
1382,3,305.439858474928
1383,6,246.026041276563
1384,6,369.967658451062
1385,3,113.838147121348
1386,3,237.332155055031
1387,2,156.985270232562
1388,1,130.447324630519
1389,6,246.108249023299
1390,1,136.815041877904
1391,2,133.516746520639
1392,3,104.998729297512
1393,1,140.417219496471
1394,5,285.425388290921
1395,1,128.407081601177
1396,3,97.2069018226858
1397,3,161.82654273457
1398,1,316.582384865091
1399,6,184.321791695439
1400,5,184.891679732111
1401,1,183.94238533306
1402,3,197.733914411982
1403,1,102.784179201963
1404,1,231.518952741476
1405,3,96.2357195225896
1406,1,106.504260589887
1407,2,269.532593537712
1408,1,131.312305046893
1409,1,141.790908970692
1410,2,109.364663110498
1411,3,149.360173426335
1412,6,219.74327068181
1413,1,163.655766440127
1414,5,131.051374090363
1415,1,232.400821110129
1416,1,139.481126301784
1417,3,100.4276025112
1418,1,151.161223624271
1419,4,637.870485726312
1420,9,42.9018002223766
1421,1,208.096807738557
1422,3,178.673296099637
1423,1,294.246695475638
1424,1,132.679418135207
1425,1,150.015110347422
1426,1,181.528108113414
1427,1,292.639247458668
1428,1,139.552373791012
1429,1,87.5974036065281
1430,1,209.174590837427
1431,3,365.477902471974
1432,1,135.280879263595
1433,2,227.985154743648
1434,1,160.782060190725
1435,3,141.918053309657
1436,1,146.439138880658
1437,6,154.867797340077
1438,2,289.98661166622
1439,1,306.541258973608
1440,1,143.795816902617
1441,2,167.372640436964
1442,1,238.380933066867
1443,2,81.3987152294599
1444,3,144.840626934924
1445,3,169.328342002788
1446,9,75.8970645865551
1447,3,163.047691070879
1448,5,79.7968579694823
1449,2,118.386272700148
1450,2,156.14705630495
1451,2,256.510312387157
1452,1,157.679706927391
1453,1,137.707434318172
1454,6,507.256988719748
1455,1,277.38330867404
1456,3,142.326883033766
1457,2,187.677490744027
1458,1,187.326993284271
1459,2,279.156066224188
1460,1,106.789637450769
1461,3,170.400355841494
1462,1,86.2651321244002
1463,6,192.86942784209
1464,1,149.441694335413
1465,1,978.828712798696
1466,2,117.174688022823
1467,6,201.169445704623
1468,5,307.203026597127
1469,2,317.645738898443
1470,2,236.525159445485
1471,1,135.936997763909
1472,1,248.562057549125
1473,1,93.022060276857
1474,1,206.270039133891
1475,1,150.034266878128
1476,1,119.171435725939
1477,6,223.28683647671
1478,6,100.65648462137
1479,1,209.78727104045
1480,3,165.355004721908
1481,1,142.466201054868
1482,6,123.150461890251
1483,1,180.882416006603
1484,3,400.411425705987
1485,1,288.003398761221
1486,2,607.66544257589
1487,1,140.501203107603
1488,1,296.439760211247
1489,3,129.944242464523
1490,1,139.138236141254
1491,2,223.163811580657
1492,5,104.529336934129
1493,2,215.007494902221
1494,1,194.210793455826
1495,1,196.850431550389
1496,1,187.174612175274
1497,2,187.679781843344
1498,1,297.583373851579
1499,2,300.787607450611
1500,3,184.542969112207
1501,2,405.637777362705
1502,1,106.913762816651
1503,1,264.920501503077
1504,3,107.758511095499
1505,1,108.273590431753
1506,3,114.171529363207
1507,1,562.050340329868
1508,3,205.845261965838
1509,2,112.437007634217
1510,1,119.917420279895
1511,1,143.423832166209
1512,3,147.401675561089
1513,6,223.80967559969
1514,1,80.3017697164908
1515,1,179.076239228307
1516,3,299.638307982203
1517,6,162.004637006495
1518,2,165.811575603858
1519,1,165.440178338608
1520,6,242.515940289985
1521,6,209.448679829853
1522,2,172.489652078289
1523,2,121.397941824586
1524,2,286.190283992722
1525,6,99.4115963987728
1526,1,90.2549206770988
1527,1,272.701326101772
1528,3,161.200567918094
1529,3,110.37299967613
1530,6,167.055619457877
1531,1,108.96549665481
1532,3,152.06991750694
1533,1,82.4286228362377
1534,1,249.635270011696
1535,1,268.469406745004
1536,1,164.664985397224
1537,2,234.89735802594
1538,1,124.49044403633
1539,2,189.221581211113
1540,3,186.675671477135
1541,1,192.433282524656
1542,2,436.777361561454
1543,1,163.596921506421
1544,1,245.63217321447
1545,3,317.237105547546
1546,6,142.008151574693
1547,2,137.768679520192
1548,1,99.1803052308377
1549,1,171.244193559875
1550,3,471.315338298112
1551,2,107.379299286869
1552,1,92.0543212536094
1553,1,133.432725023882
1554,1,114.327172736863
1555,3,473.494020826389
1556,1,185.472191877186
1557,3,135.034075201517
1558,3,155.216035330054
1559,1,76.6610602467672
1560,6,306.198299747096
1561,3,113.677846442275
1562,2,132.599491094709
1563,3,221.458515449731
1564,5,83.7030890709967
1565,6,513.011160544826
1566,1,156.036789723635
1567,1,117.345712327
1568,2,175.705406234972
1569,1,125.466898223564
1570,1,173.460192028597
1571,1,121.746934077577
1572,1,142.387392363689
1573,3,156.8561722158
1574,2,322.291735766499
1575,1,140.266221596753
1576,6,245.599619858509
1577,5,93.479561519296
1578,1,132.126491914896
1579,3,69.8484003312679
1580,1,296.552437160722
1581,1,219.126103742319
1582,7,312.449603105576
1583,6,125.464015975227
1584,1,99.0614322199375
1585,2,272.92928828724
1586,1,149.372104394047
1587,1,151.451183607713
1588,2,507.710284465015
1589,1,146.525711558492
1590,2,152.709861511256
1591,1,269.105543895875
1592,1,222.939154913127
1593,1,163.900372452981
1594,1,345.184837178734
1595,1,148.721156210104
1596,3,103.615650098495
1597,1,63.9181146195953
1598,1,89.9887084262764
1599,1,151.904541335347
1600,5,152.847711563309
1601,1,117.274729460582
1602,1,96.1669046794945
1603,6,299.217972198226
1604,3,267.867234902255
1605,1,210.683775578987
1606,1,216.25342074441
1607,1,242.696301597118
1608,1,203.205238246418
1609,3,178.139564792462
1610,1,211.461351503129
1611,1,209.975988241279
1612,1,77.8062673949729
1613,1,236.764576458896
1614,2,218.068705424462
1615,2,167.77805838066
1616,3,201.543935221957
1617,2,230.897265041441
1618,1,64.2321611143432
1619,1,176.119910794509
1620,1,106.593596487257
1621,1,104.092987461472
1622,1,253.707555229863
1623,2,266.600949282627
1624,3,187.883913133336
1625,1,103.690559651233
1626,6,301.922637102149
1627,2,268.869612447999
1628,1,167.856122007912
1629,3,154.917771972698
1630,1,66.2535265355984
1631,3,166.345163488499
1632,3,135.179608552822
1633,1,102.941551697047
1634,1,153.445943370637
1635,2,183.003966160966
1636,2,257.844234950313
1637,2,506.78469868338
1638,2,264.695939956337
1639,2,408.258942401835
1640,1,131.692107633593
1641,1,139.464185716694
1642,2,403.621647485187
1643,5,275.673663011168
1644,3,207.93954069434
1645,2,164.238092785495
1646,1,144.223649254767
1647,1,184.809219445228
1648,1,156.545808902985
1649,1,140.263412600122
1650,6,202.643244127934
1651,2,254.583820680463
1652,1,107.115051720203
1653,2,161.779024496531
1654,2,196.960274493405
1655,1,328.886660422157
1656,3,306.459674213792
1657,1,102.251325430477
1658,2,203.583119543821
1659,3,221.085394223105
1660,3,122.914744944621
1661,1,89.9428235870646
1662,1,270.860361264335
1663,1,136.731716359804
1664,1,168.743589169922
1665,1,134.217023554879
1666,3,207.006888928436
1667,3,125.255339777592
1668,1,206.07204293021
1669,6,374.249828402629
1670,1,152.432513714495
1671,7,389.18546566842
1672,1,109.669515202142
1673,1,359.119410849525
1674,2,117.256767784916
1675,6,238.862625572413
1676,3,412.416303347285
1677,2,1151.84742412534
1678,3,83.0073445056784
1679,1,114.982688213568
1680,1,160.25990553371
1681,1,117.641012271095
1682,1,140.943505042151
1683,1,150.948807932871
1684,1,65.867594191172
1685,1,290.688706689691
1686,1,56.9207763714585
1687,3,179.006782067428
1688,1,97.698893609995
1689,2,314.246626920007
1690,1,221.392700098351
1691,1,146.314626589007
1692,2,234.67419934958
1693,3,173.793694247121
1694,1,107.306786425632
1695,1,105.960587403957
1696,3,202.589740133214
1697,6,92.0648605015025
1698,1,214.772021650688
1699,1,138.886221904062
1700,6,219.877889896752
1701,6,441.547860419947
1702,1,147.922023808215
1703,6,182.58392336066
1704,5,126.443864489338
1705,1,191.303277000691
1706,2,122.854788773501
1707,3,234.059351030864
1708,5,112.983042053705
1709,2,126.852774662183
1710,1,197.083206512527
1711,1,192.213156779174
1712,2,255.172662761836
1713,1,174.023228241966
1714,6,149.887184586802
1715,1,91.6925564721354
1716,3,482.181198261583
1717,3,146.441911571517
1718,2,445.319254505613
1719,5,90.5987816459992
1720,1,266.425960009692
1721,1,101.443219047869
1722,2,128.684041875429
1723,1,193.86545994964
1724,3,133.455213006909
1725,1,122.023799749193
1726,1,176.531110734383
1727,3,253.551631048667
1728,1,184.775342187518
1729,6,266.465399142568
1730,1,151.633495725133
1731,3,144.056132356222
1732,6,508.310210991103
1733,1,142.935526059465
1734,3,188.973124332502
1735,1,107.137641072702
1736,1,317.082450019885
1737,1,76.0790408213113
1738,3,146.252811414119
1739,1,183.715845906114
1740,1,108.587754696921
1741,1,119.63133273452
1742,1,118.733991263312
1743,1,112.927958492393
1744,5,83.0363821564385
1745,2,219.329740036875
1746,2,236.797437017625
1747,1,176.851004447833
1748,1,110.909938579699
1749,1,204.363290317561
1750,2,226.691606843826
1751,2,143.482264547794
1752,3,177.908190785297
1753,1,212.666717543924
1754,1,149.764090412501
1755,3,161.874325214617
1756,1,246.8635685351
1757,3,141.098381820516
1758,1,201.92948694551
1759,1,121.502897872667
1760,1,118.611248727213
1761,2,99.4590943688567
1762,3,134.337667888965
1763,1,82.6077930946768
1764,1,128.755306931794
1765,6,177.615791716371
1766,1,94.7300074614224
1767,1,103.367107495723
1768,1,119.301550681243
1769,6,517.574503464311
1770,1,158.562027816568
1771,1,239.128175374233
1772,1,125.222002696189
1773,1,199.918908812086
1774,1,109.438115592821
1775,1,214.101473030956
1776,1,74.3895963162481
1777,1,139.686812106629
1778,1,141.668366550474
1779,1,258.078798405124
1780,7,1049.43398320816
1781,1,227.467675507167
1782,1,112.209581154588
1783,5,87.7499584808086
1784,1,195.718836979095
1785,1,142.141401909889
1786,5,119.478933101523
1787,3,99.5008347846949
1788,3,349.462165176469
1789,1,169.179043736538
1790,2,229.589969534016
1791,1,85.5506057964558
1792,6,148.014759552382
1793,1,145.155377699655
1794,3,492.030728436233
1795,1,75.2462798645783
1796,1,104.194454262667
1797,1,95.2490941455784
1798,1,179.835037669858
1799,1,151.36051177335
1800,1,80.8348527582495
1801,3,368.747882865842
1802,1,112.525868227847
1803,3,154.001560780354
1804,6,98.8536388930047
1805,2,298.928686193062
1806,1,92.0021056059776
1807,3,154.67002028889
1808,1,76.9535996711606
1809,2,182.494577727277
1810,3,438.756042523454
1811,1,77.573212230118
1812,2,126.963768803865
1813,1,214.413298848104
1814,6,281.984944238894
1815,1,108.429761680279
1816,3,157.635971920801
1817,1,128.174578684994
1818,6,124.37582261541
1819,2,177.710959271161
1820,6,237.276912445098
1821,1,233.583636400136
1822,6,192.548295336059
1823,1,246.490851985757
1824,1,189.587004443572
1825,1,208.256340938747
1826,6,531.046865306487
1827,1,127.956788608217
1828,1,292.956798147359
1829,1,248.019036950833
1830,5,72.9849496810952
1831,1,253.133345065772
1832,2,185.891113915785
1833,1,182.260787701111
1834,1,303.966132559714
1835,6,468.907685363267
1836,2,74.1399595303497
1837,6,312.594691110909
1838,1,118.92103792921
1839,1,171.133018688665
1840,1,110.29747269488
1841,1,187.147086804119
1842,2,1551.73267408348
1843,2,196.949082285451
1844,1,176.253321275957
1845,2,191.243795623389
1846,3,437.199561556486
1847,1,77.1042677263767
1848,2,123.295385749371
1849,3,170.319178921462
1850,1,96.4258693241352
1851,1,110.518417907528
1852,5,107.136163936161
1853,1,161.771709376417
1854,3,123.953439745443
1855,2,282.998299621955
1856,1,500.453933198035
1857,1,428.705130120546
1858,3,369.84463472084
1859,1,172.869431691143
1860,6,544.799257255325
1861,5,103.52569354309
1862,5,168.290889900094
1863,6,206.0905900373
1864,1,136.238063226672
1865,3,68.1629552261431
1866,2,255.647310060888
1867,1,108.148931222086
1868,1,189.217831900656
1869,2,255.98877962381
1870,2,88.9710291954925
1871,1,81.6027166322621
1872,2,245.536042071462
1873,3,163.567701646016
1874,2,268.569242898263
1875,5,117.623977346276
1876,5,91.1544294333523
1877,1,178.237218303668
1878,1,185.264109666986
1879,1,204.827106780541
1880,5,90.0837583377211
1881,1,93.9262191442901
1882,1,79.3015017910198
1883,1,76.2590621953998
1884,6,1550.69740068413
1885,1,120.26242062577
1886,1,231.450168473745
1887,1,109.694694436945
1888,6,358.2672801706
1889,3,210.131836905989
1890,3,439.971795045546
1891,1,103.465321664237
1892,1,62.2431145373713
1893,1,125.826184340909
1894,2,117.016981776156
1895,1,178.249710101623
1896,1,145.459839829415
1897,2,199.695646050947
1898,1,94.3750946905364
1899,1,78.9860678194973
1900,3,272.374247895472
1901,1,125.646378481508
1902,1,1509.51307377869
1903,1,73.5168948135614
1904,1,398.648714251839
1905,2,188.989822490944
1906,1,138.695569847922
1907,1,86.0087537788391
1908,3,441.979035514978
1909,1,200.270994711093
1910,1,151.91343221771
1911,6,412.070871992022
1912,6,510.46821331879
1913,1,209.134338535795
1914,6,548.875621373323
1915,1,268.674820736405
1916,2,461.276907739596
1917,1,124.204059381429
1918,3,257.43767838324
1919,3,181.869214668507
1920,3,189.243306393554
1921,3,168.81241172533
1922,1,90.8645990210839
1923,2,96.488034592591
1924,1,183.659732320983
1925,2,261.133558753125
1926,3,139.811451214082
1927,6,241.154646730363
1928,1,125.042674736714
1929,3,128.224876714858
1930,2,114.509615856165
1931,3,147.903391838211
1932,1,92.2972937883521
1933,1,114.038902826181
1934,6,134.837544965859
1935,1,122.306023241276
1936,1,103.831579817071
1937,2,232.618591550078
1938,2,150.78247804914
1939,6,517.068964196662
1940,2,172.695396137616
1941,1,276.003620499765
1942,2,218.833978384287
1943,3,465.413586343731
1944,1,55.2064643268901
1945,2,391.339786844923
1946,6,201.646312268967
1947,1,167.308373319769
1948,2,179.134986498866
1949,1,188.100174912983
1950,1,750.593070273169
1951,1,118.38088908238
1952,1,160.2561833348
1953,6,213.275793927608
1954,1,154.148917065585
1955,1,75.7083923774224
1956,1,213.096745687951
1957,1,210.578870780007
1958,2,225.865475192786
1959,3,172.044633030699
1960,3,429.522229654555
1961,3,587.791272843127
1962,1,190.991109494988
1963,3,150.072795362901
1964,3,244.032103915966
1965,1,90.0198388618093
1966,6,249.815228551716
1967,3,461.957616324154
1968,1,113.225521214367
1969,3,257.088025205947
1970,1,159.843603668598
1971,1,95.4218903159806
1972,6,97.8733873635729
1973,2,193.020730008692
1974,3,124.209488802379
1975,6,111.648233141948
1976,1,76.1332320608059
1977,6,286.21111354573
1978,3,147.757701178706
1979,2,233.252152002301
1980,3,340.49997389663
1981,3,357.315939083684
1982,6,265.888670150028
1983,6,170.871774391506
1984,3,240.394928641161
1985,2,468.797736599341
1986,1,105.700881468787
1987,1,132.045227019391
1988,6,146.124946310813
1989,3,103.45099206626
1990,2,331.902532140568
1991,1,188.327267851713
1992,3,136.444241478295
1993,1,122.874896921234
1994,6,133.885220029559
1995,1,194.466423034877
1996,1,117.431741085803
1997,1,103.061673963902
1998,1,173.41616067556
1999,2,319.806589366795
2000,1,114.163246260751
2001,6,95.3147564360858
2002,3,145.231469557329
2003,1,195.222860527201
2004,3,199.871514114939
2005,6,178.419913791573
2006,1,212.654667658304
2007,1,292.058524772487
2008,1,151.210899698716
2009,1,1333.36634335358
2010,1,163.235676282533
2011,3,179.505515825766
2012,6,181.804245330952
2013,1,187.501077095766
2014,1,186.803397040854
2015,1,203.740057472994
2016,2,279.534412305865
2017,6,268.733411250476
2018,6,665.174360753036
2019,1,123.950112147673
2020,3,179.779029267965
2021,1,137.77557941612
2022,6,501.560798505342
2023,1,300.045200534949
2024,1,157.472477987634
2025,1,135.539857177172
2026,1,103.477516811751
2027,1,190.721983693388
2028,1,202.694740792754
2029,1,301.303871806442
2030,1,210.515537354335
2031,1,135.622972314158
2032,1,87.535306733085
2033,1,102.94838770828
2034,2,264.049660113881
2035,1,187.626268207151
2036,6,154.721095818473
2037,1,136.262295064526
2038,3,372.616904021733
2039,1,122.584133084071
2040,3,177.240242043688
2041,1,97.4201284982076
2042,2,149.466094331619
2043,3,171.953553618143
2044,2,138.997806673791
2045,2,233.586981105693
2046,6,267.884433657261
2047,1,148.591263762244
2048,2,195.217486941902
2049,3,139.15431721293
2050,2,219.079472489149
2051,2,228.845957263582
2052,2,194.768281001572
2053,1,375.585579760878
2054,3,241.636606630216
2055,1,84.3239731402696
2056,1,98.0421494005657
2057,1,179.105265857204
2058,1,179.240897180688
2059,1,235.166822008842
2060,1,129.871059487117
2061,1,80.7329241127878
2062,6,260.535882400872
2063,3,387.515015090433
2064,3,216.683461115152
2065,1,168.255178081456
2066,1,130.886668474082
2067,2,147.036382024433
2068,2,296.550342771545
2069,2,285.214392435563
2070,3,235.219790193648
2071,3,234.094257527319
